Target	MSE
alpha	9632.3671875
delta	166.59654235839844
u	1.0652272701263428
g	0.1788291037082672
r	0.08706014603376389
i	0.08617638796567917
z	0.22555023431777954
rerun_ID	0.11522339284420013
cam_col	2.0963547229766846
class	0.07875794172286987
redshift	0.16791266202926636
plate	230829.59375
MJD	50667600.0
